id,nombre,ambito_gobierno,poder_gobierno,sistema3,entidad_nombre
1071,MUNICIPIO DE TENANGO DE DORIA,Municipal,Municipal,,Hidalgo
1072,MUNICIPIO DE TEPEAPULCO,Municipal,Municipal,,Hidalgo
1073,MUNICIPIO DE TEPEHUACáN DE GUERRERO,Municipal,Municipal,,Hidalgo
1074,MUNICIPIO DE TEPEJI DEL RíO DE OCAMPO,Municipal,Municipal,,Hidalgo
1075,MUNICIPIO DE TEPETITLáN,Municipal,Municipal,,Hidalgo
1076,MUNICIPIO DE TETEPANGO,Municipal,Municipal,,Hidalgo
1077,MUNICIPIO DE TEZONTEPEC,Municipal,Municipal,,Hidalgo
1078,MUNICIPIO DE TEZONTEPEC DE ALDAMA,Municipal,Municipal,,Hidalgo
1079,MUNICIPIO DE TIANGUISTENGO,Municipal,Municipal,,Hidalgo
1080,MUNICIPIO DE TIZAYUCA,Municipal,Municipal,,Hidalgo
1081,MUNICIPIO DE TLAHUELILPAN,Municipal,Municipal,,Hidalgo
1082,MUNICIPIO DE TLAHUILTEPA,Municipal,Municipal,,Hidalgo
1083,MUNICIPIO DE TLANALAPA,Municipal,Municipal,,Hidalgo
1084,MUNICIPIO DE TLANCHINOL,Municipal,Municipal,,Hidalgo
1085,MUNICIPIO DE TLAXCOAPAN,Municipal,Municipal,,Hidalgo
1086,MUNICIPIO DE TOLCAYUCA,Municipal,Municipal,,Hidalgo
1087,MUNICIPIO DE TULA DE ALLENDE,Municipal,Municipal,,Hidalgo
1088,MUNICIPIO DE TULANCINGO,Municipal,Municipal,,Hidalgo
1089,MUNICIPIO DE XOCHIATIPAN,Municipal,Municipal,,Hidalgo
1090,MUNICIPIO DE XOCHICOATLáN,Municipal,Municipal,,Hidalgo
1091,MUNICIPIO DE YAHUALICA,Municipal,Municipal,,Hidalgo
1092,MUNICIPIO DE ZACUALTIPáN,Municipal,Municipal,,Hidalgo
1093,MUNICIPIO DE ZAPOTLáN DE JUáREZ,Municipal,Municipal,,Hidalgo
1094,MUNICIPIO DE ZEMPOALA,Municipal,Municipal,,Hidalgo
1095,MUNICIPIO DE ZIMAPáN,Municipal,Municipal,,Hidalgo
1096,AGENCIA DE COINVERSION PARA EL DESARROLLO SOSTENIBLE DE JALISCO COINVIERTE,Estatal,Ejecutivo,true,Jalisco
1097,AGENCIA DE ENERGIA DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1098,AGENCIA DE SANIDAD INOCUIDAD Y CALIDAD AGROALIMENTARIA DE JALISCO (ASICA),Estatal,Ejecutivo,true,Jalisco
1099,AGENCIA ESTATAL DE ENTRETENIMIENTO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1100,AGENCIA PARA EL DESARROLLO DE INDUSTRIAS CREATIVAS Y DIGITALES DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1101,AUDITORIA SUPERIOR DEL ESTADO,Estatal,Legislativo,true,Jalisco
1102,BOSQUE LA PRIMAVERA,Estatal,Ejecutivo,true,Jalisco
1103,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1104,CENTRO DE COORDINACION COMANDO CONTROL COMUNICACIONES Y COMPUTO DEL ESTADO DE JALISCO (C5),Estatal,Ejecutivo,true,Jalisco
1105,COLEGIO DE BACHILLERES DEL ESTADO DE JALISCO- COBAEJ,Estatal,Ejecutivo,true,Jalisco
1106,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE JALISCO- CONALEP,Estatal,Ejecutivo,true,Jalisco
1107,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1108,COMISION DE ARBITRAJE MEDICO DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1109,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,Estatal,Autonomo,true,Jalisco
1110,COMISION ESTATAL DEL AGUA DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1111,COMISION ESTATAL INDIGENA,Estatal,Ejecutivo,true,Jalisco
1112,COMITE DEL CARNAVAL SAYULA,Estatal,Ejecutivo,false,Jalisco
1113,CONSEJERIA JURIDICA DEL PODER EJECUTIVO DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1114,CONSEJO CIUDADANO DE SEGURIDAD,Estatal,Ejecutivo,false,Jalisco
1115,CONSEJO DE COORDINACION PARA LA IMPLEMENTACION DEL NUEVO SISTEMA DE JUSTICIA PENAL,Estatal,Ejecutivo,true,Jalisco
1116,CONSEJO DE LA JUDICATURA  DEL ESTADO DE JALISCO,Estatal,Judicial,true,Jalisco
1117,CENTRO DE TRASPLANTES DE ORGANOS Y TEJIDOS DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1118,CONSEJO DE LA SALUD MENTAL Y ADICCIONES,Estatal,Ejecutivo,true,Jalisco
1119,CONSEJO ESTATAL DE CIENCIA Y TECNOLOGIA DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1120,CONSEJO ESTATAL PARA EL FOMENTO DEPORTIVO DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1121,CONSEJO ESTATAL PARA LA CULTURA Y LAS ARTES DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1122,CONSEJO ESTATAL PARA LA PREVENCION DE ACCIDENTES (CEPAJ),Estatal,Ejecutivo,true,Jalisco
1123,CONSEJO ESTATAL PARA LA PREVENCION DEL SIDA (COESIDA),Estatal,Ejecutivo,false,Jalisco
1124,CONSEJO ESTATAL PARA LA PREVENCION Y ATENCION A LA VIOLENCIA INTRAFAMILIAR (CEPAVI),Estatal,Ejecutivo,true,Jalisco
1125,COORDINACION GENERAL DE TRANSPARENCIA,Estatal,Ejecutivo,true,Jalisco
1126,COORDINACION GENERAL ESTRATEGICA DE CRECIMIENTO Y DESARROLLO ECONOMICO,Estatal,Ejecutivo,false,Jalisco
1127,COORDINACION GENERAL ESTRATEGICA DE DESARROLLO SOCIAL,Estatal,Ejecutivo,false,Jalisco
1128,COORDINACION GENERAL ESTRATEGICA DE GESTION DEL TERRITORIO,Estatal,Ejecutivo,false,Jalisco
1129,COORDINACION GENERAL ESTRATEGICA DE SEGURIDAD,Estatal,Ejecutivo,true,Jalisco
1130,DESPACHO DEL GOBERNADOR Y UNIDADES AUXILIARES DEL GOBERNADOR,Estatal,Ejecutivo,true,Jalisco
1131,ESCUELA DE CONSERVACION Y RESTAURACION DE OCCIDENTE- ECRO,Estatal,Ejecutivo,true,Jalisco
1132,FIDEICOMISO CIUDAD CREATIVA DIGITAL,Estatal,Ejecutivo,false,Jalisco
1133,FIDEICOMISO DE DESARROLLO URBANO DE JALISCO (FIDEUR),Estatal,Ejecutivo,false,Jalisco
1134,FIDEICOMISO DE LA ORQUESTA FILARMONICA DEL ESTADO DE JALISCO,Estatal,Ejecutivo,false,Jalisco
1135,FIDEICOMISO FONDO JALISCO DE FOMENTO EMPRESARIAL,Estatal,Ejecutivo,true,Jalisco
1136,FIDEICOMISO PARA LA ADMINISTRACION DEL PROGRAMA DE DESARROLLO FORESTAL DEL ESTADO DE JALISCO (FIPRODEFO),Estatal,Ejecutivo,false,Jalisco
1137,FISCALIA ESPECIALIZADA EN COMBATE A LA CORRUPCION,Estatal,Ejecutivo,false,Jalisco
1138,FISCALIA ESPECIALIZADA EN MATERIA DE DELITOS ELECTORALES,Estatal,Ejecutivo,false,Jalisco
1139,FISCALIA DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1140,HOGAR JUAN CRUZ RUIZ DE CABAÑAS Y CRESPO,Estatal,Ejecutivo,true,Jalisco
1141,INDUSTRIA JALISCIENSE DE REHABILITACION SOCIAL,Estatal,Ejecutivo,true,Jalisco
1142,INSTITUTO CULTURAL CABAÑAS,Estatal,Ejecutivo,true,Jalisco
1143,INSTITUTO DE FORMACION PARA EL TRABAJO DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1144,INSTITUTO DE INFORMACION ESTADISTICA Y GEOGRAFICA DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1145,INSTITUTO DE JUSTICIA ALTERNATIVA DEL ESTADO DE JALISCO,Estatal,Judicial,true,Jalisco
1146,INSTITUTO DE LA INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1147,INSTITUTO DE PENSIONES DEL ESTADO DE JALISCO,Estatal,Ejecutivo,true,Jalisco
1148,INSTITUTO DE TRANSPARENCIA INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO,Estatal,Autonomo,true,Jalisco
1149,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA (IEPC),Estatal,Autonomo,true,Jalisco
1150,INSTITUTO ESTATAL PARA LA EDUCACION DE JOVENES Y ADULTOS,Estatal,Ejecutivo,true,Jalisco
1151,INSTITUTO JALISCIENSE DE CANCEROLOGIA,Estatal,Ejecutivo,true,Jalisco
1152,INSTITUTO JALISCIENSE DE CIENCIAS FORENSES,Estatal,Ejecutivo,true,Jalisco
1153,INSTITUTO JALISCIENSE DE LA VIVIENDA,Estatal,Ejecutivo,true,Jalisco
1154,INSTITUTO TECNOLOGICO JOSE MARIO MOLINA PASQUEL Y HENRIQUEZ,Estatal,Ejecutivo,true,Jalisco
1155,JALISCO PASEO INTERACTIVO JAPI (MUSEO TROMPO MAGICO),Estatal,Ejecutivo,true,Jalisco
1156,JEFATURA DE GABINETE,Estatal,Ejecutivo,false,Jalisco
1157,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE ALTOS SUR (JIAS),Estatal,Ejecutivo,false,Jalisco
1158,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE DE LA COSTA SUR,Estatal,Ejecutivo,false,Jalisco
1159,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE DE SIERRA OCCIDENTAL Y COSTA (JISOC),Estatal,Ejecutivo,false,Jalisco
1160,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE DEL AYUQUILA ALTO,Estatal,Ejecutivo,false,Jalisco
1161,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE LAGUNAS,Estatal,Ejecutivo,false,Jalisco
1162,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE PARA LA GESTION INTEGRAL DE LA REGION NORTE DEL ESTADO DE JALISCO (JINOR),Estatal,Ejecutivo,false,Jalisco
1163,JUNTA INTERMUNICIPAL DE MEDIO AMBIENTE PARA LA GESTION INTEGRAL DE LA REGION VALLES (JIMAV),Estatal,Ejecutivo,false,Jalisco
1164,JUNTA INTERMUNICIPAL DEL MEDIO AMBIENTE PARA LA GESTION INTEGRAL DE LA CUENCA BAJA DEL RIO AYUQUILA,Estatal,Ejecutivo,false,Jalisco
1165,JUNTA INTERMUNICIPAL DEL MEDIO AMBIENTE PARA LA GESTION INTEGRAL DE LA CUENCA DEL RIO CUAHUAYANO,Estatal,Ejecutivo,false,Jalisco
1166,OPD AGENCIA INTEGRAL DE REGULACION DE EMISIONES,Estatal,Ejecutivo,true,Jalisco
1167,OPD HOSPITAL CIVIL DE GUADALAJARA,Estatal,Ejecutivo,true,Jalisco
1168,OPD MUSEOS EXPOSICIONES Y GALERIAS DE JALISCO,Estatal,Ejecutivo,false,Jalisco
1169,OPD RED DE CENTROS DE JUSTICIA PARA LAS MUJERES,Estatal,Ejecutivo,false,Jalisco
1170,OPD SERVICIOS DE SALUD JALISCO,Estatal,Ejecutivo,true,Jalisco
1171,OPD SISTEMA INTERMUNICIPAL DE MANEJO DE RESIDUOS (SIMAR SURESTE),Estatal,Ejecutivo,false,Jalisco
1172,PLATAFORMA ABIERTA DE INNOVACION Y DESARROLLO DE JALISCO,Estatal,Ejecutivo,false,Jalisco
1173,PODER LEGISLATIVO DEL ESTADO DE JALISCO,Estatal,Legislativo,true,Jalisco
1174,PROCURADURIA DE DESARROLLO URBANO (PRODEUR),Estatal,Ejecutivo,true,Jalisco
1175,PROCURADURIA ESTATAL DE PROTECCION AL AMBIENTE,Estatal,Ejecutivo,true,Jalisco
1176,PROCURADURIA SOCIAL,Estatal,Ejecutivo,true,Jalisco
1177,SECRETARIA DE ADMINISTRACION,Estatal,Ejecutivo,true,Jalisco
1178,SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,Estatal,Ejecutivo,true,Jalisco
1179,SECRETARIA DE CULTURA,Estatal,Ejecutivo,true,Jalisco
1180,SECRETARIA DE DESARROLLO ECONOMICO,Estatal,Ejecutivo,true,Jalisco
1181,SECRETARIA DE EDUCACION,Estatal,Ejecutivo,true,Jalisco
1182,SECRETARIA DE GESTION INTEGRAL DEL AGUA,Estatal,Ejecutivo,false,Jalisco
1183,SECRETARIA DE IGUALDAD SUSTANTIVA ENTRE MUJERES Y HOMBRES,Estatal,Ejecutivo,true,Jalisco
1184,SECRETARIA DE INFRAESTRUCTURA Y OBRA PUBLICA,Estatal,Ejecutivo,true,Jalisco
1185,SECRETARIA DE INNOVACION CIENCIA Y TECNOLOGIA,Estatal,Ejecutivo,true,Jalisco
1186,SECRETARIA DE LA HACIENDA PUBLICA,Estatal,Ejecutivo,true,Jalisco
1187,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,Estatal,Ejecutivo,true,Jalisco
1188,SECRETARIA DE PLANEACION Y PARTICIPACION CIUDADANA,Estatal,Ejecutivo,false,Jalisco
1189,SECRETARIA DE SALUD,Estatal,Ejecutivo,true,Jalisco
1190,SECRETARIA DE SEGURIDAD,Estatal,Ejecutivo,true,Jalisco
1191,SECRETARIA DE TRANSPORTE,Estatal,Ejecutivo,true,Jalisco
1192,SECRETARIA DE TURISMO,Estatal,Ejecutivo,true,Jalisco
1193,SECRETARIA DEL SISTEMA DE ASISTENCIA SOCIAL,Estatal,Ejecutivo,true,Jalisco
1194,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,Estatal,Ejecutivo,true,Jalisco
1195,SECRETARIA GENERAL DE GOBIERNO,Estatal,Ejecutivo,false,Jalisco
1196,SECRETARIADO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PÙBLICA,Estatal,Ejecutivo,false,Jalisco
1197,SISTEMA DE ATENCION MEDICA DE URGENCIAS,Estatal,Ejecutivo,false,Jalisco
1198,SISTEMA DE TREN ELECTRICO URBANO,Estatal,Ejecutivo,true,Jalisco
1199,SISTEMA ESTATAL DE AHORRO PARA EL RETIRO,Estatal,Ejecutivo,false,Jalisco
1200,SISTEMA ESTATAL PARA LA PREVENCION DEL SINDROME DE INMUNODEFICIANCIA,Estatal,Ejecutivo,true,Jalisco
1201,SISTEMA INTERMUNICIPAL DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO (SIAPA),Estatal,Ejecutivo,false,Jalisco
1202,SISTEMA JALISCIENSE DE RADIO Y TELEVISION,Estatal,Ejecutivo,true,Jalisco
1203,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA JALISCO,Estatal,Ejecutivo,true,Jalisco
1204,SUPREMO TRIBUNAL DE JUSTICIA DEL ESTADO DE JALISCO,Estatal,Judicial,true,Jalisco
1205,TRIBUNAL DE ARBITRAJE Y ESCALAFON,Estatal,Ejecutivo,true,Jalisco
1206,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE JALISCO,Estatal,Autonomo,true,Jalisco
1207,TRIBUNAL ELECTORAL DEL ESTADO DE JALISCO,Estatal,Autonomo,true,Jalisco
1208,UNIDAD DE ENLACE FEDERAL Y ASUNTOS INTERNACIONALES,Estatal,Ejecutivo,false,Jalisco
1209,UNIDAD ESTATAL DE PROTECCION CIVIL Y BOMBEROS,Estatal,Ejecutivo,true,Jalisco
1210,UNIDADES ADMINISTRATIVAS DE APOYO,Estatal,Ejecutivo,true,Jalisco
1211,OPD AGENCIA DE CONECTIVIDAD Y ACCESO A INTERNET  (RED JALISCO),Estatal,Ejecutivo,false,Jalisco
1212,FISCALIA ESPECIAL EN PERSONAS DESAPARECIDAS,Estatal,Ejecutivo,false,Jalisco
1213,COMISION PARA LA BUSQUEDA DE PERSONAS,Estatal,Ejecutivo,false,Jalisco
1214,COMISIÓN EJECUTIVA ESTATAL DE ATENCIÓN A VÍCTIMAS,Estatal,Ejecutivo,false,Jalisco
1215,FIDEICOMISO DE APOYO DE SEGURIDAD SOCIAL (FIASS),Estatal,Ejecutivo,true,Jalisco
1216,FONDO ESTATAL DE PROTECCIÓN AL AMBIENTE DEL ESTADO DE JALISCO,Estatal,Ejecutivo,false,Jalisco
1217,ARCHIVO GENERAL DEL ESTADO,Estatal,Ejecutivo,true,Jalisco
1218,SERVICIO ESTATAL TRIBUTARIO DE JALISCO,Estatal,Ejecutivo,false,Jalisco
1219,FIDEICOMISO DE INVERSION Y ADMINISTRACION DEL FONDO ESTATAL DE PROTECCION AL MEDIO AMBIENTE DEL ESTADO DE JALISCO (FEPAJ),Estatal,Ejecutivo,false,Jalisco
1220,CONTRALORIA DEL ESTADO,Estatal,Ejecutivo,true,Jalisco
1221,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,Estatal,Ejecutivo,true,Jalisco
1222,ASOCIACION INTERMUNICIPAL PARA LA PROTECCION DEL MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE DEL LAGO DE CHAPALA,Estatal,Ejecutivo,false,Jalisco
1223,CPS COMITE DE PARTICIPACION SOCIAL SISTEMA ANTICORRUPCION DEL ESTADO DE JALISCO,Estatal,Ejecutivo,false,Jalisco
1224,MUNICIPIO DE ACATIC,Municipal,Municipal,,Jalisco
1225,MUNICIPIO DE ACATLáN DE JUáREZ,Municipal,Municipal,,Jalisco
1226,MUNICIPIO DE AHUALULCO DE MERCADO,Municipal,Municipal,,Jalisco
1227,MUNICIPIO DE AMACUECA,Municipal,Municipal,,Jalisco
1228,MUNICIPIO DE AMATITáN,Municipal,Municipal,,Jalisco
1229,MUNICIPIO DE AMECA,Municipal,Municipal,,Jalisco
1230,MUNICIPIO DE SAN JUANITO DE ESCOBEDO,Municipal,Municipal,,Jalisco
1231,MUNICIPIO DE ARANDAS,Municipal,Municipal,,Jalisco
1232,MUNICIPIO DE EL ARENAL,Municipal,Municipal,,Jalisco
1233,MUNICIPIO DE ATEMAJAC DE BRIZUELA,Municipal,Municipal,,Jalisco
1234,MUNICIPIO DE ATENGO,Municipal,Municipal,,Jalisco
1235,MUNICIPIO DE ATENGUILLO,Municipal,Municipal,,Jalisco
1236,MUNICIPIO DE ATOTONILCO EL ALTO,Municipal,Municipal,,Jalisco
1237,MUNICIPIO DE ATOYAC,Municipal,Municipal,,Jalisco
1238,MUNICIPIO DE AUTLáN DE NAVARRO,Municipal,Municipal,,Jalisco
1239,MUNICIPIO DE AYOTLáN,Municipal,Municipal,,Jalisco
1240,MUNICIPIO DE AYUTLA,Municipal,Municipal,,Jalisco
1241,MUNICIPIO DE LA BARCA,Municipal,Municipal,,Jalisco
1242,MUNICIPIO DE BOLAñOS,Municipal,Municipal,,Jalisco
1243,MUNICIPIO DE EL TUITO,Municipal,Municipal,,Jalisco
1244,MUNICIPIO DE LA RESOLANA,Municipal,Municipal,,Jalisco
1245,MUNICIPIO DE CIHUATLáN,Municipal,Municipal,,Jalisco
1246,MUNICIPIO DE CIUDAD GUZMáN,Municipal,Municipal,,Jalisco
1247,MUNICIPIO DE COCULA,Municipal,Municipal,,Jalisco
1248,MUNICIPIO DE COLOTLáN,Municipal,Municipal,,Jalisco
1249,MUNICIPIO DE CONCEPCIóN DE BUENOS AIRES,Municipal,Municipal,,Jalisco
1250,MUNICIPIO DE CUAUTITLáN DE GARCíA BARRAGáN,Municipal,Municipal,,Jalisco
1251,MUNICIPIO DE CUAUTLA,Municipal,Municipal,,Jalisco
1252,MUNICIPIO DE CUQUíO,Municipal,Municipal,,Jalisco
1253,MUNICIPIO DE CHAPALA,Municipal,Municipal,,Jalisco
1254,MUNICIPIO DE CHIMALTITáN,Municipal,Municipal,,Jalisco
1255,MUNICIPIO DE CHIQUILISTLáN,Municipal,Municipal,,Jalisco
1256,MUNICIPIO DE DEGOLLADO,Municipal,Municipal,,Jalisco
1257,MUNICIPIO DE EJUTLA,Municipal,Municipal,,Jalisco
1258,MUNICIPIO DE ENCARNACIóN DE DíAZ,Municipal,Municipal,,Jalisco
1259,MUNICIPIO DE ETZATLáN,Municipal,Municipal,,Jalisco
1260,MUNICIPIO DE EL GRULLO,Municipal,Municipal,,Jalisco
1261,MUNICIPIO DE GUACHINANGO,Municipal,Municipal,,Jalisco
1262,MUNICIPIO DE GUADALAJARA,Municipal,Municipal,,Jalisco
1263,MUNICIPIO DE HOSTOTIPAQUILLO,Municipal,Municipal,,Jalisco
1264,MUNICIPIO DE HUEJúCAR,Municipal,Municipal,,Jalisco
1265,MUNICIPIO DE HUEJUQUILLA EL ALTO,Municipal,Municipal,,Jalisco
1266,MUNICIPIO DE LA HUERTA,Municipal,Municipal,,Jalisco
1267,MUNICIPIO DE IXTLAHUACáN DE LOS MEMBRILLOS,Municipal,Municipal,,Jalisco
1268,MUNICIPIO DE IXTLAHUACáN DEL RíO,Municipal,Municipal,,Jalisco
1269,MUNICIPIO DE JALOSTOTITLáN,Municipal,Municipal,,Jalisco
1270,MUNICIPIO DE JAMAY,Municipal,Municipal,,Jalisco
1271,MUNICIPIO DE JESúS MARíA,Municipal,Municipal,,Jalisco
1272,MUNICIPIO DE JILOTLáN DE LOS DOLORES,Municipal,Municipal,,Jalisco
1273,MUNICIPIO DE JOCOTEPEC,Municipal,Municipal,,Jalisco
1274,MUNICIPIO DE JUANACATLáN,Municipal,Municipal,,Jalisco
1275,MUNICIPIO DE JUCHITLáN,Municipal,Municipal,,Jalisco
1276,MUNICIPIO DE LAGOS DE MORENO,Municipal,Municipal,,Jalisco
1277,MUNICIPIO DE EL LIMóN,Municipal,Municipal,,Jalisco
1278,MUNICIPIO DE MAGDALENA,Municipal,Municipal,,Jalisco
1279,MUNICIPIO DE SANTA MARíA DEL ORO,Municipal,Municipal,,Jalisco
1280,MUNICIPIO DE LA MANZANILLA DE LA PAZ,Municipal,Municipal,,Jalisco
1281,MUNICIPIO DE MASCOTA,Municipal,Municipal,,Jalisco
1282,MUNICIPIO DE MAZAMITLA,Municipal,Municipal,,Jalisco
1283,MUNICIPIO DE MEXTICACáN,Municipal,Municipal,,Jalisco
1284,MUNICIPIO DE MEZQUITIC,Municipal,Municipal,,Jalisco
1285,MUNICIPIO DE MIXTLáN,Municipal,Municipal,,Jalisco
1286,MUNICIPIO DE OCOTLáN,Municipal,Municipal,,Jalisco
1287,MUNICIPIO DE OJUELOS DE JALISCO,Municipal,Municipal,,Jalisco
1288,MUNICIPIO DE PIHUAMO,Municipal,Municipal,,Jalisco
1289,MUNICIPIO DE PONCITLáN,Municipal,Municipal,,Jalisco
1290,MUNICIPIO DE PUERTO VALLARTA,Municipal,Municipal,,Jalisco
1291,MUNICIPIO DE VILLA PURIFICACIóN,Municipal,Municipal,,Jalisco
1292,MUNICIPIO DE QUITUPAN,Municipal,Municipal,,Jalisco
1293,MUNICIPIO DE EL SALTO,Municipal,Municipal,,Jalisco
1294,MUNICIPIO DE SAN CRISTóBAL DE LA BARRANCA,Municipal,Municipal,,Jalisco
1295,MUNICIPIO DE SAN DIEGO DE ALEJANDRíA,Municipal,Municipal,,Jalisco
1296,MUNICIPIO DE SAN JUAN DE LOS LAGOS,Municipal,Municipal,,Jalisco
1297,MUNICIPIO DE SAN JULIáN,Municipal,Municipal,,Jalisco
1298,MUNICIPIO DE SAN MARCOS,Municipal,Municipal,,Jalisco
1299,MUNICIPIO DE SAN MARTíN DE BOLAñOS,Municipal,Municipal,,Jalisco
1300,MUNICIPIO DE SAN MARTíN HIDALGO,Municipal,Municipal,,Jalisco
1301,MUNICIPIO DE SAN MIGUEL EL ALTO,Municipal,Municipal,,Jalisco
1302,MUNICIPIO DE SAN SEBASTIáN DEL SUR,Municipal,Municipal,,Jalisco
1303,MUNICIPIO DE SAN SEBASTIáN DEL OESTE,Municipal,Municipal,,Jalisco
1304,MUNICIPIO DE SANTA MARíA DE LOS ÁNGELES,Municipal,Municipal,,Jalisco
1305,MUNICIPIO DE SAYULA,Municipal,Municipal,,Jalisco
1306,MUNICIPIO DE TALA,Municipal,Municipal,,Jalisco
1307,MUNICIPIO DE TALPA DE ALLENDE,Municipal,Municipal,,Jalisco
1308,MUNICIPIO DE TAMAZULA DE GORDIANO,Municipal,Municipal,,Jalisco
1309,MUNICIPIO DE TAPALPA,Municipal,Municipal,,Jalisco
1310,MUNICIPIO DE TECALITLáN,Municipal,Municipal,,Jalisco
1311,MUNICIPIO DE TECOLOTLáN,Municipal,Municipal,,Jalisco
1312,MUNICIPIO DE TECHALUTA DE MONTENEGRO,Municipal,Municipal,,Jalisco
1313,MUNICIPIO DE TENAMAXTLáN,Municipal,Municipal,,Jalisco
1314,MUNICIPIO DE TEOCALTICHE,Municipal,Municipal,,Jalisco
1315,MUNICIPIO DE TEOCUITATLáN DE CORONA,Municipal,Municipal,,Jalisco
1316,MUNICIPIO DE TEPATITLáN DE MORELOS,Municipal,Municipal,,Jalisco
1317,MUNICIPIO DE TEQUILA,Municipal,Municipal,,Jalisco
1318,MUNICIPIO DE TEUCHITLáN,Municipal,Municipal,,Jalisco
1319,MUNICIPIO DE TIZAPáN EL ALTO,Municipal,Municipal,,Jalisco
1320,MUNICIPIO DE TLAJOMULCO DE ZúñIGA,Municipal,Municipal,,Jalisco
1321,MUNICIPIO DE TLAQUEPAQUE,Municipal,Municipal,,Jalisco
1322,MUNICIPIO DE TOLIMáN,Municipal,Municipal,,Jalisco
1323,MUNICIPIO DE TOMATLáN,Municipal,Municipal,,Jalisco
1324,MUNICIPIO DE TONALá,Municipal,Municipal,,Jalisco
1325,MUNICIPIO DE TONAYA,Municipal,Municipal,,Jalisco
1326,MUNICIPIO DE TONILA,Municipal,Municipal,,Jalisco
1327,MUNICIPIO DE TOTATICHE,Municipal,Municipal,,Jalisco
1328,MUNICIPIO DE TOTOTLáN,Municipal,Municipal,,Jalisco
1329,MUNICIPIO DE TUXCACUESCO,Municipal,Municipal,,Jalisco
1330,MUNICIPIO DE TUXCUECA,Municipal,Municipal,,Jalisco
1331,MUNICIPIO DE TUXPAN,Municipal,Municipal,,Jalisco
1332,MUNICIPIO DE UNIóN DE SAN ANTONIO,Municipal,Municipal,,Jalisco
1333,MUNICIPIO DE UNIóN DE TULA,Municipal,Municipal,,Jalisco
1334,MUNICIPIO DE VALLE DE GUADALUPE,Municipal,Municipal,,Jalisco
1335,MUNICIPIO DE VALLE DE JUáREZ,Municipal,Municipal,,Jalisco
1336,MUNICIPIO DE SAN GABRIEL,Municipal,Municipal,,Jalisco
1337,MUNICIPIO DE VILLA CORONA,Municipal,Municipal,,Jalisco
1338,MUNICIPIO DE VILLA GUERRERO,Municipal,Municipal,,Jalisco
1339,MUNICIPIO DE VILLA HIDALGO,Municipal,Municipal,,Jalisco
1340,MUNICIPIO DE CAñADAS DE OBREGóN,Municipal,Municipal,,Jalisco
1341,MUNICIPIO DE YAHUALICA DE GONZáLEZ GALLO,Municipal,Municipal,,Jalisco
1342,MUNICIPIO DE ZACOALCO DE TORRES,Municipal,Municipal,,Jalisco
1343,MUNICIPIO DE ZAPOPAN,Municipal,Municipal,,Jalisco
1344,MUNICIPIO DE ZAPOTILTIC,Municipal,Municipal,,Jalisco
1345,MUNICIPIO DE ZAPOTITLáN DE VADILLO,Municipal,Municipal,,Jalisco
