id,nombre,ambito_gobierno,poder_gobierno,sistema3,entidad_nombre
1873,MUNICIPIO DE ROJAS DE CUAUHTéMOC,Municipal,Municipal,,Oaxaca
1874,MUNICIPIO DE SALINA CRUZ,Municipal,Municipal,,Oaxaca
1875,MUNICIPIO DE SAN AGUSTíN AMATENGO,Municipal,Municipal,,Oaxaca
1876,MUNICIPIO DE SAN AGUSTíN ATENANGO,Municipal,Municipal,,Oaxaca
1877,MUNICIPIO DE SAN AGUSTíN CHAYUCO,Municipal,Municipal,,Oaxaca
1878,MUNICIPIO DE SAN AGUSTíN DE LAS JUNTAS,Municipal,Municipal,,Oaxaca
1879,MUNICIPIO DE SAN AGUSTíN ETLA,Municipal,Municipal,,Oaxaca
1880,MUNICIPIO DE SAN AGUSTíN LOXICHA,Municipal,Municipal,,Oaxaca
1881,MUNICIPIO DE SAN AGUSTíN TLACOTEPEC,Municipal,Municipal,,Oaxaca
1882,MUNICIPIO DE SAN AGUSTíN YATARENI,Municipal,Municipal,,Oaxaca
1883,MUNICIPIO DE SAN ANDRéS CABECERA NUEVA,Municipal,Municipal,,Oaxaca
1884,MUNICIPIO DE SAN ANDRéS DINICUITI,Municipal,Municipal,,Oaxaca
1885,MUNICIPIO DE SAN ANDRéS HUAXPALTEPEC,Municipal,Municipal,,Oaxaca
1886,MUNICIPIO DE SAN ANDRéS HUAYáPAM,Municipal,Municipal,,Oaxaca
1887,MUNICIPIO DE SAN ANDRéS IXTLAHUACA,Municipal,Municipal,,Oaxaca
1888,MUNICIPIO DE SAN ANDRéS LAGUNAS,Municipal,Municipal,,Oaxaca
1889,MUNICIPIO DE SAN ANDRéS NUXIñO,Municipal,Municipal,,Oaxaca
1890,MUNICIPIO DE SAN ANDRéS PAXTLáN,Municipal,Municipal,,Oaxaca
1891,MUNICIPIO DE SAN ANDRéS SINAXTLA,Municipal,Municipal,,Oaxaca
1892,MUNICIPIO DE SAN ANDRéS SOLAGA,Municipal,Municipal,,Oaxaca
1893,MUNICIPIO DE SAN ANDRéS TEOTILáLPAM,Municipal,Municipal,,Oaxaca
1894,MUNICIPIO DE SAN ANDRéS TEPETLAPA,Municipal,Municipal,,Oaxaca
1895,MUNICIPIO DE SAN ANDRéS YAá,Municipal,Municipal,,Oaxaca
1896,MUNICIPIO DE SAN ANDRéS ZABACHE,Municipal,Municipal,,Oaxaca
1897,MUNICIPIO DE SAN ANDRéS ZAUTLA,Municipal,Municipal,,Oaxaca
1898,MUNICIPIO DE SAN ANTONINO CASTILLO VELASCO,Municipal,Municipal,,Oaxaca
1899,MUNICIPIO DE SAN ANTONINO EL ALTO,Municipal,Municipal,,Oaxaca
1900,MUNICIPIO DE SAN ANTONINO MONTE VERDE,Municipal,Municipal,,Oaxaca
1901,MUNICIPIO DE SAN ANTONIO ACUTLA,Municipal,Municipal,,Oaxaca
1902,MUNICIPIO DE SAN ANTONIO DE LA CAL,Municipal,Municipal,,Oaxaca
1903,MUNICIPIO DE SAN ANTONIO HUITEPEC,Municipal,Municipal,,Oaxaca
1904,MUNICIPIO DE SAN ANTONIO NANAHUATíPAM,Municipal,Municipal,,Oaxaca
1905,MUNICIPIO DE SAN ANTONIO SINICAHUA,Municipal,Municipal,,Oaxaca
1906,MUNICIPIO DE SAN ANTONIO TEPETLAPA,Municipal,Municipal,,Oaxaca
1907,MUNICIPIO DE SAN BALTAZAR CHICHICáPAM,Municipal,Municipal,,Oaxaca
1908,MUNICIPIO DE SAN BALTAZAR LOXICHA,Municipal,Municipal,,Oaxaca
1909,MUNICIPIO DE SAN BALTAZAR YATZACHI EL BAJO,Municipal,Municipal,,Oaxaca
1910,MUNICIPIO DE SAN BARTOLO COYOTEPEC,Municipal,Municipal,,Oaxaca
1911,MUNICIPIO DE SAN BARTOLOMé AYAUTLA,Municipal,Municipal,,Oaxaca
1912,MUNICIPIO DE SAN BARTOLOMé LOXICHA,Municipal,Municipal,,Oaxaca
1913,MUNICIPIO DE SAN BARTOLOMé QUIALANA,Municipal,Municipal,,Oaxaca
1914,MUNICIPIO DE SAN BARTOLOMé YUCUAñE,Municipal,Municipal,,Oaxaca
1915,MUNICIPIO DE SAN BARTOLOMé ZOOGOCHO,Municipal,Municipal,,Oaxaca
1916,MUNICIPIO DE SAN BARTOLO SOYALTEPEC,Municipal,Municipal,,Oaxaca
1917,MUNICIPIO DE SAN BARTOLO YAUTEPEC,Municipal,Municipal,,Oaxaca
1918,MUNICIPIO DE SAN BERNARDO MIXTEPEC,Municipal,Municipal,,Oaxaca
1919,MUNICIPIO DE HEROICA VILLA DE SAN BLAS ATEMPA,Municipal,Municipal,,Oaxaca
1920,MUNICIPIO DE SAN CARLOS YAUTEPEC,Municipal,Municipal,,Oaxaca
1921,MUNICIPIO DE SAN CRISTóBAL AMATLáN,Municipal,Municipal,,Oaxaca
1922,MUNICIPIO DE SAN CRISTóBAL AMOLTEPEC,Municipal,Municipal,,Oaxaca
1923,MUNICIPIO DE SAN CRISTóBAL LACHIRIOAG,Municipal,Municipal,,Oaxaca
1924,MUNICIPIO DE SAN CRISTóBAL SUCHIXTLAHUACA,Municipal,Municipal,,Oaxaca
1925,MUNICIPIO DE SAN DIONISIO DEL MAR,Municipal,Municipal,,Oaxaca
1926,MUNICIPIO DE SAN DIONISIO OCOTEPEC,Municipal,Municipal,,Oaxaca
1927,MUNICIPIO DE SAN DIONISIO OCOTLáN,Municipal,Municipal,,Oaxaca
1928,MUNICIPIO DE SAN ESTEBAN ATATLAHUCA,Municipal,Municipal,,Oaxaca
1929,MUNICIPIO DE SAN FELIPE JALAPA DE DíAZ,Municipal,Municipal,,Oaxaca
1930,MUNICIPIO DE SAN FELIPE TEJALáPAM,Municipal,Municipal,,Oaxaca
1931,MUNICIPIO DE SAN FELIPE USILA,Municipal,Municipal,,Oaxaca
1932,MUNICIPIO DE SAN FRANCISCO CAHUACUá,Municipal,Municipal,,Oaxaca
1933,MUNICIPIO DE SAN FRANCISCO CAJONOS,Municipal,Municipal,,Oaxaca
1934,MUNICIPIO DE SAN FRANCISCO CHAPULAPA,Municipal,Municipal,,Oaxaca
1935,MUNICIPIO DE SAN FRANCISCO CHINDúA,Municipal,Municipal,,Oaxaca
1936,MUNICIPIO DE SAN FRANCISCO DEL MAR,Municipal,Municipal,,Oaxaca
1937,MUNICIPIO DE SAN FRANCISCO HUEHUETLáN,Municipal,Municipal,,Oaxaca
1938,MUNICIPIO DE SAN FRANCISCO IXHUATáN,Municipal,Municipal,,Oaxaca
1939,MUNICIPIO DE SAN FRANCISCO JALTEPETONGO,Municipal,Municipal,,Oaxaca
1940,MUNICIPIO DE SAN FRANCISCO LACHIGOLó,Municipal,Municipal,,Oaxaca
1941,MUNICIPIO DE SAN FRANCISCO LOGUECHE,Municipal,Municipal,,Oaxaca
1942,MUNICIPIO DE SAN FRANCISCO NUXAñO,Municipal,Municipal,,Oaxaca
1943,MUNICIPIO DE SAN FRANCISCO OZOLOTEPEC,Municipal,Municipal,,Oaxaca
1944,MUNICIPIO DE SAN FRANCISCO SOLA,Municipal,Municipal,,Oaxaca
1945,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA,Municipal,Municipal,,Oaxaca
1946,MUNICIPIO DE SAN FRANCISCO TEOPAN,Municipal,Municipal,,Oaxaca
1947,MUNICIPIO DE SAN FRANCISCO TLAPANCINGO,Municipal,Municipal,,Oaxaca
1948,MUNICIPIO DE SAN GABRIEL MIXTEPEC,Municipal,Municipal,,Oaxaca
1949,MUNICIPIO DE SAN ILDEFONSO AMATLáN,Municipal,Municipal,,Oaxaca
1950,MUNICIPIO DE SAN ILDEFONSO SOLA,Municipal,Municipal,,Oaxaca
1951,MUNICIPIO DE SAN ILDEFONSO VILLA ALTA,Municipal,Municipal,,Oaxaca
1952,MUNICIPIO DE SAN JACINTO AMILPAS,Municipal,Municipal,,Oaxaca
1953,MUNICIPIO DE SAN JACINTO TLACOTEPEC,Municipal,Municipal,,Oaxaca
1954,MUNICIPIO DE SAN JERóNIMO COATLáN,Municipal,Municipal,,Oaxaca
1955,MUNICIPIO DE SAN JERóNIMO SILACAYOAPILLA,Municipal,Municipal,,Oaxaca
1956,MUNICIPIO DE SAN JERóNIMO SOSOLA,Municipal,Municipal,,Oaxaca
1957,MUNICIPIO DE SAN JERóNIMO TAVICHE,Municipal,Municipal,,Oaxaca
1958,MUNICIPIO DE SAN JERóNIMO TECóATL,Municipal,Municipal,,Oaxaca
1959,MUNICIPIO DE SAN JORGE NUCHITA,Municipal,Municipal,,Oaxaca
1960,MUNICIPIO DE SAN JOSé AYUQUILA,Municipal,Municipal,,Oaxaca
1961,MUNICIPIO DE SAN JOSé CHILTEPEC,Municipal,Municipal,,Oaxaca
1962,MUNICIPIO DE SAN JOSé DEL PEñASCO,Municipal,Municipal,,Oaxaca
1963,MUNICIPIO DE SAN JOSé ESTANCIA GRANDE,Municipal,Municipal,,Oaxaca
1964,MUNICIPIO DE SAN JOSé INDEPENDENCIA,Municipal,Municipal,,Oaxaca
1965,MUNICIPIO DE SAN JOSé LACHIGUIRI,Municipal,Municipal,,Oaxaca
1966,MUNICIPIO DE SAN JOSé TENANGO,Municipal,Municipal,,Oaxaca
1967,MUNICIPIO DE SAN JUAN ACHIUTLA,Municipal,Municipal,,Oaxaca
1968,MUNICIPIO DE SAN JUAN ATEPEC,Municipal,Municipal,,Oaxaca
1969,MUNICIPIO DE ÁNIMAS TRUJANO,Municipal,Municipal,,Oaxaca
1970,MUNICIPIO DE SAN JUAN BAUTISTA ATATLAHUCA,Municipal,Municipal,,Oaxaca
1971,MUNICIPIO DE SAN JUAN BAUTISTA COIXTLAHUACA,Municipal,Municipal,,Oaxaca
1972,MUNICIPIO DE SAN JUAN BAUTISTA CUICATLáN,Municipal,Municipal,,Oaxaca
1973,MUNICIPIO DE SAN JUAN BAUTISTA GUELACHE,Municipal,Municipal,,Oaxaca
1974,MUNICIPIO DE SAN JUAN BAUTISTA JAYACATLáN,Municipal,Municipal,,Oaxaca
1975,MUNICIPIO DE SAN JUAN BAUTISTA LO DE SOTO,Municipal,Municipal,,Oaxaca
1976,MUNICIPIO DE SAN JUAN BAUTISTA SUCHITEPEC,Municipal,Municipal,,Oaxaca
1977,MUNICIPIO DE SAN JUAN BAUTISTA TLACOATZINTEPEC,Municipal,Municipal,,Oaxaca
1978,MUNICIPIO DE SAN JUAN BAUTISTA TLACHICHILCO,Municipal,Municipal,,Oaxaca
1979,MUNICIPIO DE SAN JUAN BAUTISTA TUXTEPEC,Municipal,Municipal,,Oaxaca
1980,MUNICIPIO DE SAN JUAN CACAHUATEPEC,Municipal,Municipal,,Oaxaca
1981,MUNICIPIO DE SAN JUAN CIENEGUILLA,Municipal,Municipal,,Oaxaca
1982,MUNICIPIO DE SAN JUAN COATZóSPAM,Municipal,Municipal,,Oaxaca
1983,MUNICIPIO DE SAN JUAN COLORADO,Municipal,Municipal,,Oaxaca
1984,MUNICIPIO DE SAN JUAN COMALTEPEC,Municipal,Municipal,,Oaxaca
1985,MUNICIPIO DE SAN JUAN COTZOCóN,Municipal,Municipal,,Oaxaca
1986,MUNICIPIO DE SAN JUAN CHICOMEZúCHIL,Municipal,Municipal,,Oaxaca
1987,MUNICIPIO DE SAN JUAN CHILATECA,Municipal,Municipal,,Oaxaca
1988,MUNICIPIO DE SAN JUAN DEL ESTADO,Municipal,Municipal,,Oaxaca
1989,MUNICIPIO DE SAN JUAN DEL RíO,Municipal,Municipal,,Oaxaca
1990,MUNICIPIO DE SAN JUAN DIUXI,Municipal,Municipal,,Oaxaca
1991,MUNICIPIO DE SAN JUAN EVANGELISTA ANALCO,Municipal,Municipal,,Oaxaca
1992,MUNICIPIO DE SAN JUAN GUELAVíA,Municipal,Municipal,,Oaxaca
1993,MUNICIPIO DE SAN JUAN GUICHICOVI,Municipal,Municipal,,Oaxaca
1994,MUNICIPIO DE SAN JUAN IHUALTEPEC,Municipal,Municipal,,Oaxaca
1995,MUNICIPIO DE SAN JUAN JUQUILA MIXES,Municipal,Municipal,,Oaxaca
1996,MUNICIPIO DE SAN JUAN JUQUILA VIJANOS,Municipal,Municipal,,Oaxaca
1997,MUNICIPIO DE SAN JUAN LACHAO,Municipal,Municipal,,Oaxaca
1998,MUNICIPIO DE SAN JUAN LACHIGALLA,Municipal,Municipal,,Oaxaca
1999,MUNICIPIO DE SAN JUAN LAJARCIA,Municipal,Municipal,,Oaxaca
2000,MUNICIPIO DE SAN JUAN LALANA,Municipal,Municipal,,Oaxaca
2001,MUNICIPIO DE SAN JUAN DE LOS CUéS,Municipal,Municipal,,Oaxaca
2002,MUNICIPIO DE SAN JUAN MAZATLáN,Municipal,Municipal,,Oaxaca
2003,MUNICIPIO DE SAN JUAN MIXTEPEC DISTRITO 08,Municipal,Municipal,,Oaxaca
2004,MUNICIPIO DE SAN JUAN MIXTEPEC DISTRITO 26,Municipal,Municipal,,Oaxaca
2005,MUNICIPIO DE SAN JUAN ÑUMí,Municipal,Municipal,,Oaxaca
2006,MUNICIPIO DE SAN JUAN OZOLOTEPEC,Municipal,Municipal,,Oaxaca
2007,MUNICIPIO DE SAN JUAN PETLAPA,Municipal,Municipal,,Oaxaca
2008,MUNICIPIO DE SAN JUAN QUIAHIJE,Municipal,Municipal,,Oaxaca
2009,MUNICIPIO DE SAN JUAN QUIOTEPEC,Municipal,Municipal,,Oaxaca
2010,MUNICIPIO DE SAN JUAN SAYULTEPEC,Municipal,Municipal,,Oaxaca
2011,MUNICIPIO DE SAN JUAN TABAá,Municipal,Municipal,,Oaxaca
2012,MUNICIPIO DE SAN JUAN TAMAZOLA,Municipal,Municipal,,Oaxaca
2013,MUNICIPIO DE SAN JUAN TEITA,Municipal,Municipal,,Oaxaca
2014,MUNICIPIO DE SAN JUAN TEITIPAC,Municipal,Municipal,,Oaxaca
2015,MUNICIPIO DE SAN JUAN TEPEUXILA,Municipal,Municipal,,Oaxaca
2016,MUNICIPIO DE SAN JUAN TEPOSCOLULA,Municipal,Municipal,,Oaxaca
2017,MUNICIPIO DE SAN JUAN YAEé,Municipal,Municipal,,Oaxaca
2018,MUNICIPIO DE SAN JUAN YATZONA,Municipal,Municipal,,Oaxaca
2019,MUNICIPIO DE SAN JUAN YUCUITA,Municipal,Municipal,,Oaxaca
2020,MUNICIPIO DE SAN LORENZO,Municipal,Municipal,,Oaxaca
2021,MUNICIPIO DE SAN LORENZO ALBARRADAS,Municipal,Municipal,,Oaxaca
2022,MUNICIPIO DE SAN LORENZO CACAOTEPEC,Municipal,Municipal,,Oaxaca
2023,MUNICIPIO DE SAN LORENZO CUAUNECUILTITLA,Municipal,Municipal,,Oaxaca
2024,MUNICIPIO DE SAN LORENZO TEXMELúCAN,Municipal,Municipal,,Oaxaca
2025,MUNICIPIO DE SAN LORENZO VICTORIA,Municipal,Municipal,,Oaxaca
2026,MUNICIPIO DE SAN LUCAS CAMOTLáN,Municipal,Municipal,,Oaxaca
2027,MUNICIPIO DE SAN LUCAS OJITLáN,Municipal,Municipal,,Oaxaca
2028,MUNICIPIO DE SAN LUCAS QUIAVINí,Municipal,Municipal,,Oaxaca
2029,MUNICIPIO DE SAN LUCAS ZOQUIáPAM,Municipal,Municipal,,Oaxaca
2030,MUNICIPIO DE SAN LUIS AMATLáN,Municipal,Municipal,,Oaxaca
2031,MUNICIPIO DE SAN MARCIAL OZOLOTEPEC,Municipal,Municipal,,Oaxaca
2032,MUNICIPIO DE SAN MARCOS ARTEAGA,Municipal,Municipal,,Oaxaca
2033,MUNICIPIO DE HEROICO SAN MARTíN DE LOS CANSECOS,Municipal,Municipal,,Oaxaca
2034,MUNICIPIO DE SAN MARTíN HUAMELúLPAM,Municipal,Municipal,,Oaxaca
2035,MUNICIPIO DE SAN MARTíN ITUNYOSO,Municipal,Municipal,,Oaxaca
2036,MUNICIPIO DE SAN MARTíN LACHILá,Municipal,Municipal,,Oaxaca
2037,MUNICIPIO DE SAN MARTíN PERAS,Municipal,Municipal,,Oaxaca
2038,MUNICIPIO DE SAN MARTíN TILCAJETE,Municipal,Municipal,,Oaxaca
2039,MUNICIPIO DE SAN MARTíN TOXPALAN,Municipal,Municipal,,Oaxaca
2040,MUNICIPIO DE SAN MARTíN ZACATEPEC,Municipal,Municipal,,Oaxaca
2041,MUNICIPIO DE SAN MATEO CAJONOS,Municipal,Municipal,,Oaxaca
2042,MUNICIPIO DE CAPULáLPAM DE MéNDEZ,Municipal,Municipal,,Oaxaca
2043,MUNICIPIO DE SAN MATEO DEL MAR,Municipal,Municipal,,Oaxaca
2044,MUNICIPIO DE SAN MATEO YOLOXOCHITLáN,Municipal,Municipal,,Oaxaca
2045,MUNICIPIO DE SAN MATEO ETLATONGO,Municipal,Municipal,,Oaxaca
2046,MUNICIPIO DE SAN MATEO NEJáPAM,Municipal,Municipal,,Oaxaca
2047,MUNICIPIO DE SAN MATEO PEñASCO,Municipal,Municipal,,Oaxaca
2048,MUNICIPIO DE SAN MATEO PIñAS,Municipal,Municipal,,Oaxaca
2049,MUNICIPIO DE SAN MATEO RíO HONDO,Municipal,Municipal,,Oaxaca
2050,MUNICIPIO DE SAN MATEO SINDIHUI,Municipal,Municipal,,Oaxaca
2051,MUNICIPIO DE SAN MATEO TLAPILTEPEC,Municipal,Municipal,,Oaxaca
2052,MUNICIPIO DE SAN MELCHOR BETAZA,Municipal,Municipal,,Oaxaca
2053,MUNICIPIO DE SAN MIGUEL ACHIUTLA,Municipal,Municipal,,Oaxaca
2054,MUNICIPIO DE SAN MIGUEL AHUEHUETITLáN,Municipal,Municipal,,Oaxaca
2055,MUNICIPIO DE SAN MIGUEL ALOáPAM,Municipal,Municipal,,Oaxaca
2056,MUNICIPIO DE SAN MIGUEL AMATITLáN,Municipal,Municipal,,Oaxaca
2057,MUNICIPIO DE SAN MIGUEL AMATLáN,Municipal,Municipal,,Oaxaca
2058,MUNICIPIO DE SAN MIGUEL COATLáN,Municipal,Municipal,,Oaxaca
2059,MUNICIPIO DE SAN MIGUEL CHICAHUA,Municipal,Municipal,,Oaxaca
2060,MUNICIPIO DE SAN MIGUEL CHIMALAPA,Municipal,Municipal,,Oaxaca
2061,MUNICIPIO DE SAN MIGUEL DEL PUERTO,Municipal,Municipal,,Oaxaca
2062,MUNICIPIO DE SAN MIGUEL DEL RíO,Municipal,Municipal,,Oaxaca
2063,MUNICIPIO DE SAN MIGUEL EJUTLA,Municipal,Municipal,,Oaxaca
2064,MUNICIPIO DE SAN MIGUEL EL GRANDE,Municipal,Municipal,,Oaxaca
2065,MUNICIPIO DE SAN MIGUEL HUAUTLA,Municipal,Municipal,,Oaxaca
2066,MUNICIPIO DE SAN MIGUEL MIXTEPEC,Municipal,Municipal,,Oaxaca
2067,MUNICIPIO DE SAN MIGUEL PANIXTLAHUACA,Municipal,Municipal,,Oaxaca
2068,MUNICIPIO DE SAN MIGUEL PERAS,Municipal,Municipal,,Oaxaca
2069,MUNICIPIO DE SAN MIGUEL PIEDRAS,Municipal,Municipal,,Oaxaca
2070,MUNICIPIO DE SAN MIGUEL QUETZALTEPEC,Municipal,Municipal,,Oaxaca
2071,MUNICIPIO DE SAN MIGUEL SANTA FLOR,Municipal,Municipal,,Oaxaca
2072,MUNICIPIO DE VILLA SOLA DE VEGA,Municipal,Municipal,,Oaxaca
2073,MUNICIPIO DE TEMASCAL,Municipal,Municipal,,Oaxaca
2074,MUNICIPIO DE SAN MIGUEL SUCHIXTEPEC,Municipal,Municipal,,Oaxaca
2075,MUNICIPIO DE VILLA TALEA DE CASTRO,Municipal,Municipal,,Oaxaca
2076,MUNICIPIO DE SAN MIGUEL TECOMATLáN,Municipal,Municipal,,Oaxaca
2077,MUNICIPIO DE SAN MIGUEL TENANGO,Municipal,Municipal,,Oaxaca
2078,MUNICIPIO DE SAN MIGUEL TEQUIXTEPEC,Municipal,Municipal,,Oaxaca
2079,MUNICIPIO DE SAN MIGUEL TILQUIáPAM,Municipal,Municipal,,Oaxaca
2080,MUNICIPIO DE SAN MIGUEL TLACAMAMA,Municipal,Municipal,,Oaxaca
2081,MUNICIPIO DE SAN MIGUEL TLACOTEPEC,Municipal,Municipal,,Oaxaca
2082,MUNICIPIO DE SAN MIGUEL TULANCINGO,Municipal,Municipal,,Oaxaca
2083,MUNICIPIO DE SAN MIGUEL YOTAO,Municipal,Municipal,,Oaxaca
2084,MUNICIPIO DE SAN NICOLáS,Municipal,Municipal,,Oaxaca
2085,MUNICIPIO DE SAN NICOLáS HIDALGO,Municipal,Municipal,,Oaxaca
2086,MUNICIPIO DE SAN PABLO COATLáN,Municipal,Municipal,,Oaxaca
2087,MUNICIPIO DE SAN PABLO CUATRO VENADOS,Municipal,Municipal,,Oaxaca
2088,MUNICIPIO DE SAN PABLO ETLA,Municipal,Municipal,,Oaxaca
2089,MUNICIPIO DE SAN PABLO HUITZO,Municipal,Municipal,,Oaxaca
2090,MUNICIPIO DE SAN PABLO HUIXTEPEC,Municipal,Municipal,,Oaxaca
2091,MUNICIPIO DE SAN PABLO MACUILTIANGUIS,Municipal,Municipal,,Oaxaca
2092,MUNICIPIO DE SAN PABLO TIJALTEPEC,Municipal,Municipal,,Oaxaca
2093,MUNICIPIO DE SAN PABLO VILLA DE MITLA,Municipal,Municipal,,Oaxaca
2094,MUNICIPIO DE SAN PABLO YAGANIZA,Municipal,Municipal,,Oaxaca
2095,MUNICIPIO DE SAN PEDRO AMUZGOS,Municipal,Municipal,,Oaxaca
2096,MUNICIPIO DE SAN PEDRO APóSTOL,Municipal,Municipal,,Oaxaca
2097,MUNICIPIO DE SAN PEDRO ATOYAC,Municipal,Municipal,,Oaxaca
2098,MUNICIPIO DE SAN PEDRO CAJONOS,Municipal,Municipal,,Oaxaca
2099,MUNICIPIO DE SAN PEDRO COXCALTEPEC CáNTAROS,Municipal,Municipal,,Oaxaca
2100,MUNICIPIO DE SAN PEDRO COMITANCILLO,Municipal,Municipal,,Oaxaca
2101,MUNICIPIO DE SAN PEDRO EL ALTO,Municipal,Municipal,,Oaxaca
2102,MUNICIPIO DE SAN PEDRO HUAMELULA,Municipal,Municipal,,Oaxaca
2103,MUNICIPIO DE SAN PEDRO HUILOTEPEC,Municipal,Municipal,,Oaxaca
2104,MUNICIPIO DE SAN PEDRO IXCATLáN,Municipal,Municipal,,Oaxaca
2105,MUNICIPIO DE SAN PEDRO IXTLAHUACA,Municipal,Municipal,,Oaxaca
2106,MUNICIPIO DE SAN PEDRO JALTEPETONGO,Municipal,Municipal,,Oaxaca
2107,MUNICIPIO DE SAN PEDRO JICAYáN,Municipal,Municipal,,Oaxaca
2108,MUNICIPIO DE SAN PEDRO JOCOTIPAC,Municipal,Municipal,,Oaxaca
2109,MUNICIPIO DE SAN PEDRO JUCHATENGO,Municipal,Municipal,,Oaxaca
2110,MUNICIPIO DE SAN PEDRO MáRTIR,Municipal,Municipal,,Oaxaca
2111,MUNICIPIO DE SAN PEDRO MáRTIR QUIECHAPA,Municipal,Municipal,,Oaxaca
2112,MUNICIPIO DE SAN PEDRO MáRTIR YUCUXACO,Municipal,Municipal,,Oaxaca
2113,MUNICIPIO DE SAN PEDRO MIXTEPEC DISTRITO 22,Municipal,Municipal,,Oaxaca
2114,MUNICIPIO DE SAN PEDRO MIXTEPEC DISTRITO 26,Municipal,Municipal,,Oaxaca
2115,MUNICIPIO DE SAN PEDRO MOLINOS,Municipal,Municipal,,Oaxaca
2116,MUNICIPIO DE SAN PEDRO NOPALA,Municipal,Municipal,,Oaxaca
2117,MUNICIPIO DE SAN PEDRO OCOPETATILLO,Municipal,Municipal,,Oaxaca
2118,MUNICIPIO DE SAN PEDRO OCOTEPEC,Municipal,Municipal,,Oaxaca
2119,MUNICIPIO DE SAN PEDRO POCHUTLA,Municipal,Municipal,,Oaxaca
2120,MUNICIPIO DE SAN PEDRO QUIATONI,Municipal,Municipal,,Oaxaca
2121,MUNICIPIO DE SAN PEDRO SOCHIáPAM,Municipal,Municipal,,Oaxaca
2122,MUNICIPIO DE SAN PEDRO TAPANATEPEC,Municipal,Municipal,,Oaxaca
2123,MUNICIPIO DE SAN PEDRO TAVICHE,Municipal,Municipal,,Oaxaca
2124,MUNICIPIO DE SAN PEDRO TEOZACOALCO,Municipal,Municipal,,Oaxaca
2125,MUNICIPIO DE SAN PEDRO TEUTILA,Municipal,Municipal,,Oaxaca
2126,MUNICIPIO DE SAN PEDRO TIDAá,Municipal,Municipal,,Oaxaca
2127,MUNICIPIO DE SAN PEDRO TOPILTEPEC,Municipal,Municipal,,Oaxaca
2128,MUNICIPIO DE SAN PEDRO TOTOLáPAM,Municipal,Municipal,,Oaxaca
2129,MUNICIPIO DE VILLA DE TUTUTEPEC,Municipal,Municipal,,Oaxaca
2130,MUNICIPIO DE SAN PEDRO YANERI,Municipal,Municipal,,Oaxaca
2131,MUNICIPIO DE SAN PEDRO YóLOX,Municipal,Municipal,,Oaxaca
2132,MUNICIPIO DE SAN PEDRO Y SAN PABLO AYUTLA,Municipal,Municipal,,Oaxaca
2133,MUNICIPIO DE VILLA DE ETLA,Municipal,Municipal,,Oaxaca
2134,MUNICIPIO DE SAN PEDRO Y SAN PABLO TEPOSCOLULA,Municipal,Municipal,,Oaxaca
2135,MUNICIPIO DE SAN PEDRO Y SAN PABLO TEQUIXTEPEC,Municipal,Municipal,,Oaxaca
2136,MUNICIPIO DE SAN PEDRO YUCUNAMA,Municipal,Municipal,,Oaxaca
2137,MUNICIPIO DE SAN RAYMUNDO JALPAN,Municipal,Municipal,,Oaxaca
2138,MUNICIPIO DE SAN SEBASTIáN ABASOLO,Municipal,Municipal,,Oaxaca
2139,MUNICIPIO DE SAN SEBASTIáN COATLáN,Municipal,Municipal,,Oaxaca
2140,MUNICIPIO DE SAN SEBASTIáN IXCAPA,Municipal,Municipal,,Oaxaca
2141,MUNICIPIO DE SAN SEBASTIáN NICANANDUTA,Municipal,Municipal,,Oaxaca
2142,MUNICIPIO DE SAN SEBASTIáN RíO HONDO,Municipal,Municipal,,Oaxaca
2143,MUNICIPIO DE SAN SEBASTIáN TECOMAXTLAHUACA,Municipal,Municipal,,Oaxaca
2144,MUNICIPIO DE SAN SEBASTIáN TEITIPAC,Municipal,Municipal,,Oaxaca
2145,MUNICIPIO DE SAN SEBASTIáN TUTLA,Municipal,Municipal,,Oaxaca
2146,MUNICIPIO DE SAN SIMóN ALMOLONGAS,Municipal,Municipal,,Oaxaca
2147,MUNICIPIO DE SAN SIMóN ZAHUATLáN,Municipal,Municipal,,Oaxaca
2148,MUNICIPIO DE SANTA ANA,Municipal,Municipal,,Oaxaca
2149,MUNICIPIO DE SANTA ANA ATEIXTLAHUACA,Municipal,Municipal,,Oaxaca
2150,MUNICIPIO DE SANTA ANA CUAUHTéMOC,Municipal,Municipal,,Oaxaca
2151,MUNICIPIO DE SANTA ANA DEL VALLE,Municipal,Municipal,,Oaxaca
2152,MUNICIPIO DE SANTA ANA TAVELA,Municipal,Municipal,,Oaxaca
2153,MUNICIPIO DE SANTA ANA TLAPACOYAN,Municipal,Municipal,,Oaxaca
2154,MUNICIPIO DE SANTA ANA YARENI,Municipal,Municipal,,Oaxaca
2155,MUNICIPIO DE SANTA ANA ZEGACHE,Municipal,Municipal,,Oaxaca
2156,MUNICIPIO DE SANTA CATALINA QUIERí,Municipal,Municipal,,Oaxaca
2157,MUNICIPIO DE SANTA CATARINA CUIXTLA,Municipal,Municipal,,Oaxaca
2158,MUNICIPIO DE SANTA CATARINA IXTEPEJI,Municipal,Municipal,,Oaxaca
2159,MUNICIPIO DE SANTA CATARINA JUQUILA,Municipal,Municipal,,Oaxaca
2160,MUNICIPIO DE SANTA CATARINA LACHATAO,Municipal,Municipal,,Oaxaca
